# Frontend Fetch Map
Generated: 20260524_v1

Total caller entries: 458

| frontend_path | kind | file | line |
| `/api/internet/proposals/export` | endpoint_literal | `frontend/cockpit/shell/assets/claire_modern_cockpit.js` | 1 |
| `/api/internet/proposals/review` | endpoint_literal | `frontend/cockpit/shell/assets/claire_modern_cockpit.js` | 1 |
| `/api/internet/provider/probe` | endpoint_literal | `frontend/cockpit/shell/assets/claire_modern_cockpit.js` | 1 |
| `/api/launch/regression-lock` | endpoint_literal | `frontend/command_center/modern/claire_single_screen_operator.js` | 11 |
| `/api/lifecycle/stage-registry` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1097 |
| `/api/lifecycle/threshold-provenance` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1098 |
| `/api/live-intelligence/history` | endpoint_literal | `frontend/monitor/MonitorSurface.js` | 24 |
| `/api/live-intelligence/latest` | endpoint_literal | `frontend/monitor/MonitorSurface.js` | 23 |
| `/api/live-intelligence/monitor/run` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1250 |
| `/api/live-intelligence/scan-plan` | endpoint_literal | `frontend/monitor/MonitorSurface.js` | 25 |
| `/api/live-intelligence/status` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1227 |
| `/api/live-intelligence/status` | endpoint_literal | `frontend/monitor/MonitorSurface.js` | 22 |
| `/api/modes/status` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1121 |
| `/api/opportunities/generate` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 30 |
| `/api/opportunities/run-candidate` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 31 |
| `/api/opportunities/search-needed-solutions` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 29 |
| `/api/platform/resolve` | endpoint_literal | `frontend/js/claire_canonical_fetch_client.js` | 23 |
| `/api/platform/resolve` | endpoint_literal | `frontend/js/platform.js` | 89 |
| `/api/platform/status` | endpoint_literal | `frontend/js/claire_canonical_fetch_client.js` | 22 |
| `/api/platform/status` | endpoint_literal | `frontend/js/platform.js` | 10 |
| `/api/portable/status` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1193 |
| `/api/rescan` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 819 |
| `/api/research/evidence` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1416 |
| `/api/research/evidence/add` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1384 |
| `/api/research/evidence/clear` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1425 |
| `/api/research/evidence/pipeline-input` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1430 |
| `/api/research/search` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1401 |
| `/api/research/send-to-pipeline` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 1390 |
| `/api/runs` | endpoint_literal | `frontend/export_dashboard/dashboard.js` | 818 |
| `/api/runtime/latest` | endpoint_literal | `frontend/command_center/modern/claire_operating_environment.js` | 1069 |
| `/api/runtime/state` | endpoint_literal | `frontend/command_center/modern/claire_single_screen_operator.js` | 6 |
| `/api/search/governed/actions` | endpoint_literal | `frontend/cockpit/assets/claire_governed_search_plan.js` | 5 |
| `/api/search/governed/plans` | endpoint_literal | `frontend/cockpit/assets/claire_governed_search_plan.js` | 4 |
| `/api/search/governed/query/payload` | endpoint_literal | `frontend/cockpit/assets/claire_governed_search_intake_and_query_compiler.js` | 5 |
| `/api/search/metadata/adapter/payload` | endpoint_literal | `frontend/cockpit/assets/claire_governed_metadata_activation_preflight.js` | 2 |
| `/api/search/metadata/payload` | endpoint_literal | `frontend/cockpit/assets/claire_governed_quarantine_and_metadata_results.js` | 57 |
| `/api/search/metadata/probe/manual/payload` | endpoint_literal | `frontend/cockpit/assets/claire_governed_metadata_activation_preflight.js` | 2 |
| `/api/search/provider/query` | endpoint_literal | `frontend/command_center/modern/claire_dashboard.js` | 297 |
| `/api/search/providers/actions` | endpoint_literal | `frontend/cockpit/assets/claire_governed_provider_readiness.js` | 7 |
| `/api/search/providers/capability/payload` | endpoint_literal | `frontend/cockpit/assets/claire_governed_provider_capability_and_source_policy.js` | 5 |
| `/api/search/providers/cards` | endpoint_literal | `frontend/cockpit/assets/claire_governed_provider_readiness.js` | 6 |
| `/api/search/providers/configuration/payload` | endpoint_literal | `frontend/cockpit/assets/claire_governed_metadata_activation_preflight.js` | 2 |
| `/api/search/providers/payload` | endpoint_literal | `frontend/cockpit/assets/claire_governed_provider_readiness.js` | 5 |
